Student ID,Age,Gender,Grade Level,Parental Education Level,Household Income,School Type,School Location,Average Exam Score,Attendance Rate,Internet Access at Home,Participation in Extracurricular Activities,Special Education Needs
S00280,10,Female,Grade 5,Master's,60k-100k,Public,Urban,79.7,71,Yes,No,Yes
S00281,12,Non-binary,Grade 2,PhD,<30k,Private,Rural,57.8,79.1,No,No,No
S00282,10,Non-binary,Grade 1,Master's,>150k,Private,Urban,77.7,76.7,No,No,No
S00283,11,Female,Grade 4,Bachelor's,30k-60k,Private,Rural,68.2,70.3,No,Yes,No
S00284,12,Male,Grade 8,Bachelor's,30k-60k,Public,Rural,93.7,88.9,No,No,No
S00285,12,Male,Grade 11,Master's,>150k,Public,Rural,64.1,88.1,Yes,No,Yes
S00286,13,Non-binary,Grade 10,PhD,30k-60k,Private,Urban,65.9,80.3,Yes,No,Yes
S00287,6,Female,Grade 1,Bachelor's,30k-60k,Public,Rural,76.6,90.2,No,No,No
S00288,14,Female,Grade 7,PhD,30k-60k,Public,Urban,86.8,71.9,Yes,Yes,Yes
S00289,16,Non-binary,Grade 12,Bachelor's,30k-60k,Public,Rural,85.7,94.7,Yes,No,Yes
S00290,8,Female,Grade 12,PhD,30k-60k,Public,Rural,93.6,93.9,Yes,Yes,No
S00291,12,Male,Grade 3,Master's,<30k,Private,Rural,70.2,99.9,No,Yes,Yes
S00292,11,Non-binary,Grade 10,Bachelor's,30k-60k,Private,Urban,57,98.6,Yes,No,Yes
S00293,8,Non-binary,Grade 8,Bachelor's,30k-60k,Private,Rural,69.5,88.5,Yes,No,Yes
S00294,13,Male,Grade 10,Bachelor's,<30k,Public,Rural,95.4,76.6,Yes,Yes,No
S00295,10,Non-binary,Grade 7,High School,30k-60k,Public,Rural,65.5,91.3,No,No,Yes
S00296,7,Male,Grade 3,Master's,>150k,Public,Rural,93.9,77.6,No,Yes,Yes
S00297,11,Male,Grade 5,PhD,<30k,Private,Rural,51.6,80.5,No,No,Yes
S00298,11,Male,Grade 12,Bachelor's,60k-100k,Private,Rural,85.5,92.8,No,No,Yes
S00299,15,Non-binary,Grade 10,High School,60k-100k,Private,Urban,56.1,72.8,Yes,Yes,No
S00300,16,Male,Grade 2,Bachelor's,100k-150k,Public,Rural,86.5,90.2,No,No,Yes
S00301,11,Male,Grade 1,High School,60k-100k,Private,Rural,67.7,85.1,No,Yes,No
S00302,17,Female,Grade 9,PhD,30k-60k,Public,Rural,98.6,94.2,No,Yes,No
S00303,8,Female,Grade 4,PhD,60k-100k,Private,Rural,71.9,96.1,No,No,Yes
S00304,8,Male,Grade 6,High School,60k-100k,Public,Urban,50.8,95.6,Yes,Yes,Yes
S00305,6,Non-binary,Grade 1,Master's,60k-100k,Private,Urban,63.8,83.4,No,No,Yes
S00306,12,Non-binary,Grade 8,Master's,<30k,Public,Urban,75.1,70.4,Yes,No,No
S00307,15,Non-binary,Grade 9,Master's,60k-100k,Private,Urban,58.8,92.7,Yes,Yes,Yes
S00308,12,Male,Grade 11,Master's,60k-100k,Private,Urban,70.1,72.9,Yes,No,Yes
S00309,7,Non-binary,Grade 4,Bachelor's,60k-100k,Private,Rural,64,99.8,No,Yes,No
S00310,12,Male,Grade 2,High School,30k-60k,Private,Rural,78.1,74.9,Yes,No,No
S00311,11,Non-binary,Grade 1,High School,100k-150k,Public,Urban,67.5,99.6,No,Yes,Yes
S00312,17,Female,Grade 4,Master's,60k-100k,Public,Rural,92.8,82.2,No,No,No
S00313,8,Non-binary,Grade 5,Master's,>150k,Public,Rural,56,75,No,No,Yes
S00314,12,Non-binary,Grade 5,High School,100k-150k,Private,Rural,76.9,94.3,Yes,No,No
S00315,7,Female,Grade 11,Bachelor's,60k-100k,Public,Urban,89.2,90.3,No,Yes,Yes
S00316,13,Female,Grade 10,Master's,100k-150k,Public,Rural,52.6,72.6,Yes,No,No
S00317,14,Non-binary,Grade 1,Master's,100k-150k,Public,Rural,52.9,93.4,No,Yes,Yes
S00318,17,Non-binary,Grade 1,High School,>150k,Public,Urban,57.7,80.7,No,Yes,No
S00319,16,Non-binary,Grade 2,High School,>150k,Private,Urban,51.2,92.7,No,Yes,Yes
S00320,13,Non-binary,Grade 4,Master's,<30k,Public,Rural,88.4,96.5,No,No,Yes
S00321,16,Male,Grade 9,Master's,30k-60k,Public,Rural,72.9,85.8,Yes,Yes,No
S00322,12,Male,Grade 1,High School,100k-150k,Private,Rural,88.6,82.4,No,Yes,Yes
S00323,9,Male,Grade 10,High School,60k-100k,Public,Urban,56.6,84.5,Yes,No,Yes
S00324,7,Non-binary,Grade 2,Bachelor's,>150k,Public,Rural,64.8,88.8,Yes,Yes,No
S00325,6,Female,Grade 8,Master's,<30k,Public,Rural,51.8,82.5,Yes,No,No
S00326,13,Non-binary,Grade 7,Master's,100k-150k,Private,Rural,65.7,74.1,No,Yes,No
S00327,10,Male,Grade 3,Bachelor's,<30k,Public,Urban,59.2,71.4,Yes,Yes,No
S00328,11,Male,Grade 2,High School,100k-150k,Private,Urban,57.7,72.6,No,No,No
S00329,16,Female,Grade 7,High School,30k-60k,Private,Urban,95.6,74.2,No,Yes,Yes
S00330,16,Male,Grade 1,Master's,>150k,Public,Rural,78.5,88.1,Yes,No,Yes
S00331,13,Male,Grade 2,Master's,60k-100k,Private,Rural,69.3,89.4,No,No,Yes
S00332,15,Female,Grade 1,Bachelor's,>150k,Private,Rural,78.9,94.7,Yes,No,No
S00333,13,Female,Grade 10,Bachelor's,<30k,Public,Urban,63.7,99.7,Yes,No,Yes
S00334,11,Male,Grade 1,Bachelor's,30k-60k,Private,Urban,68.5,85.1,Yes,Yes,Yes
S00335,9,Female,Grade 10,Bachelor's,>150k,Public,Urban,94.5,84.1,No,Yes,Yes
S00336,7,Non-binary,Grade 5,Master's,30k-60k,Public,Rural,87.6,88.2,Yes,Yes,No
S00337,13,Female,Grade 1,PhD,>150k,Private,Urban,82.6,98.9,Yes,No,Yes
S00338,14,Male,Grade 4,PhD,100k-150k,Private,Rural,78.3,74.5,Yes,No,No
S00339,14,Non-binary,Grade 11,PhD,<30k,Private,Urban,82.9,74.7,Yes,No,No
S00340,8,Male,Grade 5,Master's,60k-100k,Private,Urban,66,90.4,Yes,No,Yes
S00341,15,Non-binary,Grade 6,Master's,60k-100k,Private,Rural,81.8,82.7,Yes,No,No
S00342,7,Male,Grade 8,PhD,>150k,Public,Rural,99.2,75.5,No,Yes,Yes
S00343,6,Female,Grade 6,PhD,<30k,Public,Urban,90.5,72.4,Yes,No,Yes
S00344,14,Male,Grade 3,PhD,>150k,Private,Urban,93.9,78.9,Yes,Yes,Yes
S00345,8,Non-binary,Grade 1,Bachelor's,100k-150k,Public,Rural,68.4,98.5,Yes,No,Yes
S00346,11,Male,Grade 8,High School,>150k,Public,Urban,82.4,88.1,Yes,No,No
S00347,7,Female,Grade 2,Bachelor's,30k-60k,Public,Urban,73.2,76.9,Yes,No,Yes
S00348,12,Female,Grade 7,Bachelor's,>150k,Public,Rural,67.5,92.8,Yes,Yes,No
S00349,8,Female,Grade 6,Bachelor's,<30k,Private,Rural,64.9,97.8,No,Yes,No
S00350,16,Female,Grade 9,Bachelor's,30k-60k,Public,Rural,66.7,82,Yes,Yes,Yes
S00351,10,Female,Grade 8,Master's,60k-100k,Private,Urban,72,79,No,No,No
S00352,10,Male,Grade 10,Master's,100k-150k,Public,Urban,50.7,84,Yes,Yes,Yes
S00353,8,Male,Grade 9,High School,>150k,Public,Urban,76.5,72.3,Yes,No,No
S00354,16,Male,Grade 8,Master's,30k-60k,Private,Urban,76.5,94.5,Yes,No,No
S00355,16,Male,Grade 12,PhD,100k-150k,Public,Rural,71.1,84.8,Yes,Yes,Yes
S00356,12,Non-binary,Grade 7,Master's,30k-60k,Private,Urban,70.6,85.1,Yes,No,Yes
S00357,11,Male,Grade 5,High School,100k-150k,Public,Rural,69.5,82.3,Yes,Yes,No
S00358,8,Male,Grade 5,Bachelor's,60k-100k,Public,Urban,50.8,89.6,No,Yes,Yes
S00359,8,Female,Grade 7,Master's,<30k,Private,Rural,76.9,77.7,Yes,Yes,No
S00360,10,Male,Grade 10,Master's,30k-60k,Private,Rural,60.8,81.9,Yes,Yes,No
S00361,13,Male,Grade 11,PhD,<30k,Public,Rural,76.4,96.2,No,No,Yes
S00362,14,Female,Grade 8,Master's,<30k,Public,Urban,59.7,75.2,No,No,No
S00363,9,Non-binary,Grade 10,High School,100k-150k,Private,Urban,74.3,80.9,Yes,No,No
S00364,6,Male,Grade 5,Bachelor's,<30k,Private,Rural,51.1,77.3,No,No,Yes
S00365,7,Male,Grade 7,PhD,30k-60k,Public,Rural,97.3,87.3,Yes,Yes,No
S00366,7,Female,Grade 3,PhD,<30k,Private,Urban,77.3,88.8,Yes,Yes,No
S00367,15,Non-binary,Grade 2,High School,100k-150k,Private,Urban,82.5,93.1,Yes,No,Yes
S00368,7,Non-binary,Grade 3,Bachelor's,<30k,Public,Rural,60.9,94.8,No,Yes,Yes
S00369,15,Non-binary,Grade 11,High School,30k-60k,Private,Urban,68.6,95.7,Yes,Yes,No
S00370,16,Female,Grade 2,Master's,100k-150k,Public,Urban,65.5,98.6,Yes,No,Yes
S00371,12,Male,Grade 5,Bachelor's,30k-60k,Public,Rural,76.4,88.2,No,Yes,Yes
S00372,9,Male,Grade 8,Bachelor's,30k-60k,Public,Rural,95.7,75.3,No,No,Yes
S00373,16,Non-binary,Grade 9,High School,100k-150k,Public,Rural,75.2,98,No,No,Yes
S00374,11,Non-binary,Grade 5,Bachelor's,60k-100k,Private,Urban,81,75.3,No,Yes,Yes
S00375,11,Non-binary,Grade 8,High School,30k-60k,Public,Rural,98.4,97.7,No,Yes,Yes
S00376,15,Non-binary,Grade 2,Bachelor's,60k-100k,Public,Urban,74.6,95.8,No,No,No
S00377,14,Female,Grade 8,Master's,60k-100k,Public,Urban,70.5,88.6,Yes,Yes,No
S00378,7,Male,Grade 9,Master's,>150k,Private,Urban,83.2,98.9,Yes,Yes,Yes
S00379,8,Non-binary,Grade 1,Master's,60k-100k,Private,Rural,95.1,92.8,No,Yes,No
S00380,10,Non-binary,Grade 12,PhD,>150k,Private,Urban,92.7,79,Yes,No,No
S00381,13,Male,Grade 10,Bachelor's,>150k,Public,Rural,63.7,87.8,No,No,Yes
S00382,16,Male,Grade 8,High School,60k-100k,Private,Urban,86.4,90.1,No,No,No
S00383,9,Non-binary,Grade 6,High School,30k-60k,Private,Rural,54.5,78.8,No,Yes,No
S00384,16,Female,Grade 8,Bachelor's,60k-100k,Private,Rural,82.6,76.2,Yes,Yes,Yes
S00385,6,Female,Grade 2,High School,>150k,Public,Rural,72.6,99.7,No,No,No
S00386,15,Female,Grade 1,Bachelor's,30k-60k,Public,Urban,62.9,93.8,No,No,No
S00387,11,Female,Grade 1,Bachelor's,>150k,Private,Urban,76.9,98.9,Yes,Yes,Yes
S00388,13,Male,Grade 11,Bachelor's,<30k,Public,Urban,50.2,87.4,No,Yes,Yes
S00389,17,Non-binary,Grade 6,Master's,<30k,Public,Urban,61.6,99.1,Yes,No,No
S00390,11,Non-binary,Grade 12,Master's,60k-100k,Private,Urban,54.6,94.6,Yes,Yes,No
S00391,12,Female,Grade 7,High School,60k-100k,Public,Urban,85.1,95.1,Yes,No,No
S00392,12,Non-binary,Grade 1,High School,60k-100k,Private,Urban,71.3,76.5,Yes,No,Yes
S00393,17,Male,Grade 1,High School,60k-100k,Public,Urban,70,78.7,Yes,No,No
S00394,11,Male,Grade 5,PhD,>150k,Public,Urban,89.9,70.8,Yes,No,No
S00395,16,Male,Grade 11,Master's,30k-60k,Private,Rural,64.3,88.9,Yes,Yes,Yes
S00396,14,Male,Grade 11,Bachelor's,30k-60k,Public,Rural,70,79.4,Yes,Yes,Yes
S00397,11,Non-binary,Grade 7,High School,<30k,Private,Urban,86.6,88.5,No,No,Yes
S00398,17,Female,Grade 1,Master's,<30k,Private,Rural,82,86.3,Yes,Yes,No
S00399,9,Non-binary,Grade 4,Master's,30k-60k,Private,Rural,56.3,70.2,Yes,No,Yes
S00400,12,Female,Grade 6,High School,>150k,Private,Rural,81.8,77.7,Yes,Yes,Yes
S00401,8,Male,Grade 6,Bachelor's,100k-150k,Private,Rural,86.7,79.9,Yes,No,Yes
S00402,11,Female,Grade 12,Master's,60k-100k,Public,Rural,91.8,99.2,Yes,No,Yes
S00403,16,Non-binary,Grade 6,PhD,>150k,Public,Urban,54.9,87.9,Yes,No,Yes
S00404,6,Male,Grade 7,Master's,30k-60k,Private,Rural,82.4,72.3,Yes,No,No
S00405,6,Non-binary,Grade 3,Bachelor's,30k-60k,Private,Urban,61.3,92.6,Yes,No,Yes
S00406,8,Female,Grade 5,Bachelor's,<30k,Private,Rural,90.8,90.6,No,Yes,No
S00407,8,Female,Grade 8,PhD,60k-100k,Public,Rural,84.3,83.9,Yes,No,No
S00408,7,Male,Grade 5,Bachelor's,<30k,Public,Rural,98.7,82.6,No,Yes,No
S00409,16,Male,Grade 7,High School,60k-100k,Public,Urban,68.3,90.9,No,No,No
S00410,17,Male,Grade 12,Master's,>150k,Public,Urban,69.7,94,Yes,No,Yes
S00411,6,Non-binary,Grade 1,High School,<30k,Private,Urban,91.9,80.4,No,Yes,Yes
S00412,15,Male,Grade 10,High School,<30k,Public,Urban,69.1,94.2,Yes,No,Yes
S00413,12,Non-binary,Grade 7,Bachelor's,>150k,Private,Urban,93.8,81.8,No,Yes,No
S00414,10,Female,Grade 4,Bachelor's,60k-100k,Public,Urban,53.6,84.1,Yes,Yes,Yes
S00415,17,Non-binary,Grade 4,PhD,60k-100k,Private,Urban,76.2,96.7,Yes,No,Yes
S00416,13,Male,Grade 7,PhD,60k-100k,Public,Urban,97.3,98.1,Yes,Yes,Yes
S00417,17,Non-binary,Grade 11,PhD,<30k,Public,Rural,79.5,93.8,No,Yes,Yes
S00418,9,Non-binary,Grade 10,High School,30k-60k,Private,Rural,70.6,96.8,Yes,Yes,No
S00419,11,Female,Grade 12,PhD,>150k,Private,Rural,80.2,88.2,Yes,Yes,Yes
S00420,17,Non-binary,Grade 12,Bachelor's,60k-100k,Public,Rural,93.6,93.3,Yes,Yes,No
S00421,9,Non-binary,Grade 8,Bachelor's,>150k,Public,Rural,94.3,85.1,No,No,Yes
S00422,17,Non-binary,Grade 8,Bachelor's,>150k,Private,Urban,65.5,80.7,No,Yes,Yes
S00423,7,Non-binary,Grade 7,Master's,100k-150k,Public,Rural,51.4,91.3,No,Yes,No
S00424,15,Non-binary,Grade 8,Bachelor's,100k-150k,Private,Rural,98.2,96.6,No,No,No
S00425,17,Non-binary,Grade 1,PhD,30k-60k,Public,Urban,88.6,70.4,Yes,No,Yes
S00426,6,Male,Grade 12,Master's,60k-100k,Private,Rural,58.5,87.8,Yes,Yes,No
S00427,6,Male,Grade 10,Bachelor's,100k-150k,Private,Urban,96.9,90.2,Yes,Yes,Yes
S00428,7,Non-binary,Grade 6,High School,60k-100k,Private,Urban,57.3,92.3,Yes,No,Yes
S00429,15,Male,Grade 5,High School,>150k,Private,Urban,90.8,71.2,Yes,Yes,Yes
S00430,13,Male,Grade 1,Bachelor's,<30k,Public,Rural,78.5,94.8,No,No,No
S00431,9,Female,Grade 2,Bachelor's,>150k,Private,Rural,53.2,91.2,Yes,No,No
S00432,6,Female,Grade 9,High School,>150k,Private,Rural,71.9,70.9,No,Yes,No
S00433,14,Male,Grade 10,High School,30k-60k,Private,Rural,60,93.8,No,No,Yes
S00434,8,Female,Grade 6,Master's,100k-150k,Public,Rural,76.6,88.6,No,Yes,No
S00435,10,Male,Grade 7,Master's,>150k,Private,Rural,72.7,85,Yes,Yes,No
S00436,13,Non-binary,Grade 6,PhD,60k-100k,Private,Rural,55.9,93.8,No,No,Yes
S00437,7,Non-binary,Grade 9,PhD,60k-100k,Private,Urban,75.4,78.6,No,No,Yes
S00438,11,Male,Grade 4,High School,30k-60k,Private,Urban,53.2,82.6,Yes,No,No
S00439,10,Female,Grade 10,Master's,60k-100k,Private,Urban,97.2,72.3,Yes,Yes,No
S00440,7,Male,Grade 6,Bachelor's,<30k,Private,Rural,84.7,78.9,No,No,No
S00441,6,Non-binary,Grade 7,High School,<30k,Private,Rural,68.1,85.7,No,No,Yes
S00442,17,Female,Grade 4,Master's,>150k,Public,Rural,64.9,80.6,Yes,No,No
S00443,7,Non-binary,Grade 7,Master's,<30k,Private,Urban,88.7,75.8,No,No,Yes
S00444,13,Male,Grade 11,High School,30k-60k,Public,Rural,52.1,96.7,Yes,Yes,No
S00445,12,Female,Grade 9,Master's,60k-100k,Public,Rural,69.7,97.1,No,Yes,Yes
S00446,14,Non-binary,Grade 12,High School,30k-60k,Public,Urban,69.6,84.8,Yes,No,No
S00447,8,Male,Grade 3,PhD,>150k,Public,Urban,74.7,77.2,Yes,No,Yes
S00448,17,Non-binary,Grade 10,PhD,30k-60k,Public,Urban,85.8,96.1,No,No,No
S00449,7,Non-binary,Grade 4,Master's,100k-150k,Private,Urban,68,97.4,No,Yes,Yes
S00450,15,Female,Grade 3,Bachelor's,60k-100k,Public,Rural,76.8,70.9,Yes,Yes,No
S00451,10,Female,Grade 6,Bachelor's,>150k,Private,Rural,79.4,81.9,No,Yes,No
S00452,6,Female,Grade 1,Bachelor's,100k-150k,Public,Rural,76.9,78.8,No,Yes,Yes
S00453,16,Male,Grade 8,Bachelor's,60k-100k,Public,Rural,51.5,81.5,Yes,Yes,Yes
S00454,15,Male,Grade 7,High School,30k-60k,Public,Urban,77,81.8,No,No,Yes
S00455,7,Female,Grade 6,High School,>150k,Private,Rural,61.7,96.9,No,Yes,Yes
S00456,15,Non-binary,Grade 2,Bachelor's,30k-60k,Public,Urban,80.8,86.7,No,No,No
S00457,13,Male,Grade 9,Bachelor's,30k-60k,Private,Urban,64.1,98.2,No,No,No
S00458,15,Female,Grade 4,Master's,60k-100k,Private,Rural,75.8,95.2,Yes,Yes,No
S00459,11,Male,Grade 11,Bachelor's,<30k,Private,Rural,67.8,71.1,Yes,No,No
S00460,6,Non-binary,Grade 2,Master's,100k-150k,Private,Rural,68.4,84.6,Yes,No,No
S00461,9,Female,Grade 12,PhD,100k-150k,Private,Rural,91.5,98.1,No,No,Yes
S00462,12,Non-binary,Grade 11,Bachelor's,<30k,Private,Urban,50.9,87.7,Yes,Yes,Yes
S00463,14,Male,Grade 11,High School,60k-100k,Private,Urban,90.3,76.9,No,No,No
S00464,11,Female,Grade 5,Bachelor's,<30k,Private,Rural,96.2,95,Yes,Yes,No
S00465,11,Female,Grade 7,Master's,30k-60k,Private,Urban,76.9,72.5,No,Yes,No
S00466,7,Male,Grade 4,High School,30k-60k,Private,Urban,56.3,93.3,No,Yes,Yes
S00467,9,Non-binary,Grade 4,High School,30k-60k,Public,Rural,68.1,87.6,Yes,Yes,No
S00468,13,Male,Grade 11,Bachelor's,60k-100k,Private,Urban,80.4,73,No,No,Yes
S00469,12,Female,Grade 5,Bachelor's,30k-60k,Public,Urban,71.8,70.5,No,Yes,No
S00470,9,Male,Grade 4,PhD,<30k,Public,Urban,93.3,78.6,Yes,Yes,No
S00471,8,Non-binary,Grade 2,Bachelor's,100k-150k,Private,Urban,72,83.3,Yes,Yes,No
S00472,10,Male,Grade 1,PhD,<30k,Public,Rural,60.3,91.2,No,No,No
S00473,9,Male,Grade 9,High School,>150k,Private,Rural,76.7,86.2,Yes,Yes,Yes
S00474,14,Non-binary,Grade 7,PhD,30k-60k,Public,Urban,99.1,97.1,No,No,Yes
S00475,16,Male,Grade 5,PhD,>150k,Private,Rural,79.6,79.2,No,No,No
S00476,7,Non-binary,Grade 2,Master's,100k-150k,Public,Rural,85.9,73.9,Yes,No,Yes
S00477,15,Male,Grade 2,High School,<30k,Private,Urban,86.4,91.4,No,Yes,No
S00478,12,Male,Grade 10,Bachelor's,>150k,Public,Rural,87.8,83.8,Yes,Yes,No
S00479,17,Female,Grade 12,PhD,100k-150k,Public,Rural,66.2,81.3,No,No,Yes
S00480,16,Female,Grade 10,High School,100k-150k,Private,Urban,83.2,73.4,Yes,No,Yes
S00481,12,Male,Grade 8,PhD,60k-100k,Private,Urban,64.4,82.6,Yes,Yes,Yes
S00482,15,Female,Grade 3,Bachelor's,30k-60k,Public,Urban,82.4,91.1,No,Yes,No
S00483,12,Female,Grade 12,Bachelor's,100k-150k,Public,Urban,52.1,84.9,No,No,No
S00484,9,Non-binary,Grade 4,PhD,100k-150k,Private,Urban,94.8,96.6,Yes,Yes,Yes
S00485,8,Non-binary,Grade 8,Bachelor's,>150k,Public,Urban,99.3,79.7,Yes,No,No
S00486,14,Male,Grade 3,PhD,<30k,Public,Rural,76.5,98.4,Yes,Yes,Yes
S00487,14,Male,Grade 10,PhD,>150k,Public,Rural,80.9,95.2,Yes,No,No
S00488,9,Male,Grade 1,Bachelor's,30k-60k,Private,Urban,71.4,90.1,Yes,No,No
S00489,6,Male,Grade 4,PhD,>150k,Private,Urban,90.4,91.5,Yes,Yes,Yes
S00490,6,Non-binary,Grade 5,Bachelor's,>150k,Private,Urban,79.4,75.7,No,No,Yes
S00491,16,Non-binary,Grade 3,High School,>150k,Private,Urban,79.4,94.9,No,No,Yes
S00492,12,Non-binary,Grade 10,High School,60k-100k,Public,Urban,52.4,87.6,Yes,Yes,Yes
S00493,13,Female,Grade 9,Master's,30k-60k,Public,Rural,63.6,89.4,No,Yes,Yes
S00494,7,Female,Grade 5,Master's,100k-150k,Private,Rural,94.2,82.8,Yes,Yes,Yes
S00495,13,Non-binary,Grade 3,PhD,60k-100k,Private,Rural,51.1,86.2,Yes,No,No
S00496,8,Female,Grade 8,Master's,100k-150k,Private,Urban,60.9,87.1,Yes,Yes,Yes
S00497,14,Female,Grade 9,PhD,>150k,Public,Urban,81.7,70.7,No,No,Yes
S00498,10,Non-binary,Grade 8,PhD,>150k,Public,Urban,90.4,72.7,No,Yes,No
S00499,10,Non-binary,Grade 8,Bachelor's,60k-100k,Private,Rural,90.5,76.2,Yes,No,Yes
S00500,9,Male,Grade 5,High School,100k-150k,Public,Rural,70.9,86.4,No,Yes,Yes
S00501,13,Female,Grade 1,Master's,>150k,Private,Rural,62.5,92.8,Yes,No,Yes
S00502,12,Female,Grade 1,Master's,<30k,Public,Urban,94,82.4,Yes,No,Yes
S00503,10,Female,Grade 1,Master's,<30k,Public,Urban,80.7,79.9,No,No,No
S00504,17,Female,Grade 2,Master's,<30k,Private,Urban,93.8,72.3,Yes,No,No
S00505,8,Female,Grade 4,High School,60k-100k,Public,Rural,72.5,82.2,Yes,No,No
S00506,6,Female,Grade 5,PhD,<30k,Public,Rural,68.1,80.3,No,No,No
S00507,14,Male,Grade 3,High School,100k-150k,Public,Rural,84.6,80.4,No,No,No
S00508,11,Male,Grade 11,Master's,<30k,Public,Rural,55.3,98.6,No,Yes,Yes
S00509,13,Non-binary,Grade 7,High School,100k-150k,Private,Urban,97.6,86.1,No,No,Yes
S00510,11,Non-binary,Grade 2,Bachelor's,30k-60k,Public,Urban,92.5,75.1,No,Yes,No
S00511,13,Male,Grade 12,Bachelor's,60k-100k,Public,Urban,86.9,85.4,No,Yes,Yes
S00512,17,Non-binary,Grade 6,Master's,30k-60k,Public,Urban,98.9,85.4,No,No,No
S00513,17,Male,Grade 2,Bachelor's,100k-150k,Private,Urban,77.8,81,Yes,No,No
S00514,12,Non-binary,Grade 2,Master's,30k-60k,Public,Rural,78.5,85.4,No,Yes,Yes
S00515,8,Non-binary,Grade 7,Master's,>150k,Public,Urban,99.7,86.7,Yes,No,No
S00516,16,Male,Grade 8,Bachelor's,>150k,Public,Rural,82,76.1,Yes,Yes,No
S00517,10,Male,Grade 9,Master's,>150k,Private,Rural,63.3,89.4,No,No,Yes
S00518,8,Male,Grade 3,PhD,100k-150k,Private,Urban,80.4,82.2,No,No,No
S00519,14,Female,Grade 1,High School,<30k,Public,Rural,79,76.2,Yes,No,Yes
S00520,12,Non-binary,Grade 2,High School,30k-60k,Private,Rural,66.1,89.4,Yes,No,Yes
S00521,16,Male,Grade 2,Master's,30k-60k,Public,Urban,82.4,98.6,Yes,Yes,No
S00522,14,Female,Grade 5,High School,60k-100k,Public,Rural,84.7,71.2,No,No,Yes
S00523,16,Female,Grade 8,High School,30k-60k,Public,Urban,88.5,82.8,No,No,No
S00524,14,Male,Grade 7,PhD,<30k,Private,Rural,52.7,71.9,Yes,No,No
S00525,16,Non-binary,Grade 7,PhD,60k-100k,Private,Urban,62.8,75.5,Yes,No,Yes
S00526,12,Male,Grade 8,PhD,100k-150k,Private,Urban,61,86.7,No,No,Yes
S00527,9,Male,Grade 6,Master's,60k-100k,Private,Rural,67.9,97.6,No,No,No
S00528,8,Female,Grade 9,PhD,30k-60k,Private,Rural,68.8,81.4,Yes,No,Yes
S00529,7,Female,Grade 6,Master's,30k-60k,Private,Urban,88,71.9,No,Yes,No
S00530,10,Female,Grade 6,High School,100k-150k,Private,Urban,92.5,87.6,Yes,Yes,Yes
S00531,14,Male,Grade 5,High School,60k-100k,Private,Rural,95.1,97.7,Yes,Yes,Yes
S00532,17,Non-binary,Grade 10,PhD,60k-100k,Public,Rural,87.3,71.5,No,Yes,No
S00533,14,Non-binary,Grade 12,High School,<30k,Private,Rural,70.4,76.6,Yes,No,No
S00534,14,Female,Grade 10,High School,30k-60k,Public,Urban,96.8,86.6,Yes,Yes,No
S00535,10,Male,Grade 11,High School,30k-60k,Private,Urban,70.1,81,No,Yes,Yes
S00536,6,Female,Grade 11,Master's,<30k,Public,Rural,52.9,83.9,No,No,Yes
S00537,8,Female,Grade 8,Master's,>150k,Private,Urban,76.2,88.5,Yes,No,Yes
S00538,10,Male,Grade 6,Master's,100k-150k,Private,Rural,64.4,90.4,No,No,Yes
S00539,8,Female,Grade 12,Bachelor's,>150k,Private,Urban,97.7,91.1,Yes,No,Yes
S00540,10,Non-binary,Grade 8,Master's,>150k,Public,Rural,62.6,86.4,No,No,Yes
S00541,13,Non-binary,Grade 6,Bachelor's,30k-60k,Private,Rural,79.5,81.8,No,Yes,Yes
S00542,7,Male,Grade 8,High School,30k-60k,Private,Rural,97.9,97.1,Yes,Yes,No
S00543,6,Non-binary,Grade 9,PhD,60k-100k,Public,Rural,73.6,97.6,No,Yes,Yes
S00544,16,Female,Grade 9,PhD,<30k,Private,Urban,82.3,99,No,Yes,No
S00545,15,Female,Grade 2,Master's,30k-60k,Public,Urban,79.7,93.1,No,Yes,No
S00546,8,Male,Grade 6,Bachelor's,100k-150k,Public,Urban,76.5,79.4,Yes,No,No
S00547,15,Female,Grade 10,Bachelor's,<30k,Public,Urban,87.2,84.9,Yes,Yes,Yes
S00548,7,Female,Grade 6,High School,60k-100k,Public,Rural,64.8,82.4,No,No,No
S00549,13,Male,Grade 4,Master's,<30k,Private,Rural,87.4,71.5,Yes,Yes,No
S00550,7,Male,Grade 7,PhD,100k-150k,Private,Urban,63.6,71.9,Yes,No,Yes
S00551,6,Male,Grade 8,PhD,<30k,Public,Urban,58.3,70.6,Yes,Yes,Yes
S00552,16,Female,Grade 11,Master's,100k-150k,Private,Rural,90.8,73.1,Yes,Yes,Yes
S00553,13,Non-binary,Grade 6,Bachelor's,>150k,Public,Urban,97.4,89.7,No,No,Yes
S00554,6,Male,Grade 4,Master's,60k-100k,Public,Rural,76,82.2,Yes,No,Yes
S00555,11,Female,Grade 3,Master's,>150k,Private,Urban,91,82.8,Yes,No,No
S00556,17,Male,Grade 5,High School,100k-150k,Private,Urban,92.6,74.6,Yes,No,Yes
S00557,12,Non-binary,Grade 2,PhD,>150k,Public,Rural,66.4,89.3,No,Yes,No
S00558,12,Female,Grade 9,Bachelor's,100k-150k,Private,Rural,97.4,72.6,Yes,No,Yes
S00559,11,Male,Grade 7,Bachelor's,>150k,Private,Urban,95,74.8,No,No,No
